"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://www.sofoservis.sk/sluzby/montaz-nabytku","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/sluzby/stahovanie-tazkych-bremien","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/sluzby/vypratavanie-bytov","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/sluzby/stahovanie-24-7","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/sluzby/stahovanie-firiem","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/en/moving-sala","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/sluzby/stahovanie-bytov","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/buracie-demolacne-prace","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-karlova-ves","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-nove-mesto","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-stare-mesto","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-petrzalka","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-dubravka","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-ruzinov","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/basement-garage-junk-removal","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/pricing","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/clearance","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/furniture-moving-removal","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/hazardous-waste-removal","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/kitchen-installation","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/furniture-removal","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/wall-demolition","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-heavy-loads","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/demolition-services","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/reviews","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/international-moving-services","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/privacy-policy","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/home-junk-removal","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/office-moving","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/cookie-policy","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-services","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/property-land-junk-removal","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/contact","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/furniture-assembly","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/apartment-moving","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-senica","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/vypratavanie-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-budapest","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-frankfurt","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-stockholm","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-france","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-warsaw","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-rome","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-munich","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-zurich","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-berlin","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-london","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-germany","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-vienna","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-uk","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-sweden","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-germany-to-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-hamburg","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-barcelona","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-brussels","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-netherlands-to-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-switzerland","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-netherlands","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-austria","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-norway","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-prague","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-dublin","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-amsterdam","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-uk-to-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-france-to-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-ireland","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-to-paris","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-austria-to-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-from-usa-to-slovakia","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/services/limited-access-moving","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/en/services/heavy-loads-moving","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/en/safe-moving","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/upright-piano-moving","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/machinery-moving","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/piano-moving","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/office-clearance","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/post-renovation-clearance","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/cottage-clearance","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/estate-clearance-bereavement","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/international-moving","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error"
"https://www.sofoservis.sk/en/home-clearance-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/basement-garage-clearance","text/html","308","Permanent Redirect","Non-Indexable","Redirected"
"https://www.sofoservis.sk/en/furniture-assembly-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/buracie-demolacne-prace/trnava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/buracie-demolacne-prace/pezinok","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/buracie-demolacne-prace/nitra","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-pianina","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-piestany","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-nitra","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-galanta","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-sala","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/old-furniture-removal-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-trnava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/handyman-levice","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-nitra","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-trnava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-senica","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-hlohovec","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-galanta","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/buracie-demolacne-prace/bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-senec","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-francuzska-na-slovensko","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-rakuska-na-slovensko","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-holandska-na-slovensko","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-nemecka-na-slovensko","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-anglie-na-slovensko","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-z-usa-na-slovensko","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/home-clearance","text/html","308","Permanent Redirect","Non-Indexable","Redirected"
