"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://www.sofoservis.sk/_next/static/chunks/webpack-d774a320cb421ed3.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","110","","https://www.sofoservis.sk/_next/static/chunks/webpack-d774a320cb421ed3.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/_next/static/chunks/3060-d61d5b5a564ce1b8.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","107","","https://www.sofoservis.sk/_next/static/chunks/3060-d61d5b5a564ce1b8.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo1.webp&w=3840&q=75","image/jpeg","200","OK","Indexable","","","77","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo1.webp&w=3840&q=75"
"https://www.sofoservis.sk/cistenie-vypratavanie-pozemkov-nehnutelnosti","text/html; charset=utf-8","200","OK","Indexable","","86aaabbad9a162c96d264d037e017058","70","https://www.sofoservis.sk/cistenie-vypratavanie-pozemkov-nehnutelnosti","https://www.sofoservis.sk/cistenie-vypratavanie-pozemkov-nehnutelnosti"
"https://www.sofoservis.sk/zasady-spracovania-osobnych-udajov","text/html; charset=utf-8","200","OK","Indexable","","797296ff55306ed36c036d90c9736f11","60","https://www.sofoservis.sk/zasady-spracovania-osobnych-udajov","https://www.sofoservis.sk/zasady-spracovania-osobnych-udajov"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fsofo_bratislava_stahovanie.jpg&w=1200&q=75","image/jpeg","200","OK","Indexable","","","96","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fsofo_bratislava_stahovanie.jpg&w=1200&q=75"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2FsofoClient4.webp&w=3840&q=75","image/jpeg","200","OK","Indexable","","","82","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2FsofoClient4.webp&w=3840&q=75"
"https://www.sofoservis.sk/images/sofoClient6.svg","image/svg+xml","200","OK","Indexable","","","48","","https://www.sofoservis.sk/images/sofoClient6.svg"
"https://www.sofoservis.sk/odvoz-likvidacia-stavebneho-odpadu","text/html; charset=utf-8","200","OK","Indexable","","b3a2492cc68be8b50839ca5e6e370e9c","60","https://www.sofoservis.sk/odvoz-likvidacia-stavebneho-odpadu","https://www.sofoservis.sk/odvoz-likvidacia-stavebneho-odpadu"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo5.webp&w=640&q=75","image/jpeg","200","OK","Indexable","","","76","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo5.webp&w=640&q=75"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo2.webp&w=640&q=75","image/jpeg","200","OK","Indexable","","","76","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo2.webp&w=640&q=75"
"https://www.sofoservis.sk/_next/static/chunks/main-app-1f899c2608d7174e.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","111","","https://www.sofoservis.sk/_next/static/chunks/main-app-1f899c2608d7174e.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/_next/static/chunks/8219-e54c007eaebbf966.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","107","","https://www.sofoservis.sk/_next/static/chunks/8219-e54c007eaebbf966.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/referencie","text/html; charset=utf-8","200","OK","Indexable","","433449319891b46508e32fddab23b6ee","36","https://www.sofoservis.sk/referencie","https://www.sofoservis.sk/referencie"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fsofoservis%20zamestnanci.jpg&w=3840&q=75","image/jpeg","200","OK","Indexable","","","94","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fsofoservis%20zamestnanci.jpg&w=3840&q=75"
"https://www.sofoservis.sk/_next/static/chunks/7902-1f8dfc71bf6cfb89.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","107","","https://www.sofoservis.sk/_next/static/chunks/7902-1f8dfc71bf6cfb89.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo7.png&w=640&q=75","image/png","200","OK","Indexable","","","75","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo7.png&w=640&q=75"
"https://www.sofoservis.sk/stahovanie-pezinok","text/html; charset=utf-8","200","OK","Indexable","","3a0bd8fcbcf811fa6c9263b472819d3c","44","https://www.sofoservis.sk/stahovanie-pezinok","https://www.sofoservis.sk/stahovanie-pezinok"
"https://www.sofoservis.sk/icons/broom_icon.svg","image/svg+xml","200","OK","Indexable","","","46","","https://www.sofoservis.sk/icons/broom_icon.svg"
"https://www.sofoservis.sk/stahovanie-trnava","text/html; charset=utf-8","200","OK","Indexable","","90c4ef7dc42ef2251e7cff0a7ef3c21","43","https://www.sofoservis.sk/stahovanie-trnava","https://www.sofoservis.sk/stahovanie-trnava"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Ftedx.webp&w=3840&q=75","image/webp","200","OK","Indexable","","","75","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Ftedx.webp&w=3840&q=75"
"https://www.sofoservis.sk/stahovanie-stupava","text/html; charset=utf-8","200","OK","Indexable","","aa00726f5b7b1ddff127adfad2d7b291","44","https://www.sofoservis.sk/stahovanie-stupava","https://www.sofoservis.sk/stahovanie-stupava"
"https://www.sofoservis.sk/medzinarodne-stahovanie","text/html; charset=utf-8","200","OK","Indexable","","c82e3209e47bc2a5f45bf3f8b89dbf9a","49","https://www.sofoservis.sk/medzinarodne-stahovanie","https://www.sofoservis.sk/medzinarodne-stahovanie"
"https://www.sofoservis.sk/stahovanie-samorin","text/html; charset=utf-8","200","OK","Indexable","","4caefc0eb91d8f758f53bd9493bebbde","44","https://www.sofoservis.sk/stahovanie-samorin","https://www.sofoservis.sk/stahovanie-samorin"
"https://www.sofoservis.sk/_next/static/chunks/app/stahovanie-trnava/page-99b898fbcaaaf809.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","129","","https://www.sofoservis.sk/_next/static/chunks/app/stahovanie-trnava/page-99b898fbcaaaf809.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/_next/static/chunks/app/stahovanie-samorin/page-fbbed97f23eec077.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","130","","https://www.sofoservis.sk/_next/static/chunks/app/stahovanie-samorin/page-fbbed97f23eec077.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/en/moving-stupava","text/html; charset=utf-8","200","OK","Indexable","","3f88f7bf553267a923f4c47877570601","43","https://www.sofoservis.sk/en/moving-stupava","https://www.sofoservis.sk/en/moving-stupava"
"https://www.sofoservis.sk/medzinarodne-stahovanie/svedsko","text/html; charset=utf-8","200","OK","Indexable","","a97b746a52728f7f3c99746feb6f2861","57","https://www.sofoservis.sk/medzinarodne-stahovanie/svedsko","https://www.sofoservis.sk/medzinarodne-stahovanie/svedsko"
"https://www.sofoservis.sk/en/moving-trnava","text/html; charset=utf-8","200","OK","Indexable","","388bd5d2479cd505acbb031ed11c776e","42","https://www.sofoservis.sk/en/moving-trnava","https://www.sofoservis.sk/en/moving-trnava"
"https://www.sofoservis.sk/icons/packing_box_icon.svg","image/svg+xml","200","OK","Indexable","","","52","","https://www.sofoservis.sk/icons/packing_box_icon.svg"
"https://www.sofoservis.sk/medzinarodne-stahovanie/spanielsko","text/html; charset=utf-8","200","OK","Indexable","","cb333f10d25415bea3747aac8431661b","60","https://www.sofoservis.sk/medzinarodne-stahovanie/spanielsko","https://www.sofoservis.sk/medzinarodne-stahovanie/spanielsko"
"https://www.sofoservis.sk/en/moving-samorin","text/html; charset=utf-8","200","OK","Indexable","","51179da0c79652e6e284582a916f8942","43","https://www.sofoservis.sk/en/moving-samorin","https://www.sofoservis.sk/en/moving-samorin"
"https://www.sofoservis.sk/medzinarodne-stahovanie/praha","text/html; charset=utf-8","200","OK","Indexable","","22762e0849c044244c779977f2633029","55","https://www.sofoservis.sk/medzinarodne-stahovanie/praha","https://www.sofoservis.sk/medzinarodne-stahovanie/praha"
"https://www.sofoservis.sk/medzinarodne-stahovanie/holandsko","text/html; charset=utf-8","200","OK","Indexable","","b7dd5d915fbdc861b2c4617adb84c8b8","59","https://www.sofoservis.sk/medzinarodne-stahovanie/holandsko","https://www.sofoservis.sk/medzinarodne-stahovanie/holandsko"
"https://www.sofoservis.sk/_next/static/chunks/app/medzinarodne-stahovanie/page-468b87a310090d6f.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","135","","https://www.sofoservis.sk/_next/static/chunks/app/medzinarodne-stahovanie/page-468b87a310090d6f.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
